,Label,Time,Yaw,Pitch,Roll,Heading,Ax,Ay,Az,gx,gy,gz,mx,my
491,Frontcrawl,439034.0,-122.43,-1.3,-32.83,-106.03,-0.04,-0.55,0.89,-0.08,0.04,0.0,-0.05,0.13
492,Frontcrawl,439044.0,-122.45,-0.82,-33.77,-105.88,-0.04,-0.63,0.78,-0.08,0.05,0.01,-0.05,0.13
493,Frontcrawl,439054.0,-122.49,-0.32,-34.64,-105.2,-0.01,-0.64,0.85,-0.08,0.06,0.01,-0.05,0.13
494,Frontcrawl,439064.0,-122.61,0.29,-35.57,-105.05,-0.03,-0.64,0.81,-0.08,0.07,0.0,-0.05,0.13
495,Frontcrawl,439074.0,-122.85,0.86,-36.63,-104.93,-0.0,-0.62,0.71,-0.09,0.08,-0.0,-0.05,0.13
496,Frontcrawl,439084.0,-123.03,1.4,-37.45,-104.84,-0.04,-0.57,0.81,-0.09,0.07,-0.01,-0.05,0.13
497,Frontcrawl,439094.0,-123.11,1.83,-38.38,-104.77,-0.07,-0.56,0.73,-0.09,0.05,-0.01,-0.05,0.13
498,Frontcrawl,439104.0,-123.15,2.19,-39.27,-104.12,-0.08,-0.56,0.76,-0.1,0.05,-0.01,-0.05,0.13
499,Frontcrawl,439114.0,-123.19,2.5,-40.15,-104.07,-0.06,-0.54,0.71,-0.1,0.05,-0.01,-0.05,0.13
500,Frontcrawl,439124.0,-123.22,2.81,-40.97,-104.04,-0.07,-0.6,0.69,-0.08,0.04,-0.01,-0.05,0.13
501,Frontcrawl,439134.0,-123.2,3.24,-41.65,-104.0,-0.18,-0.64,0.74,-0.07,0.03,-0.0,-0.05,0.13
502,Frontcrawl,439144.0,-123.13,3.52,-42.39,-103.99,-0.19,-0.71,0.67,-0.06,0.02,-0.0,-0.05,0.13
503,Frontcrawl,439154.0,-123.05,3.58,-43.15,-104.57,-0.12,-0.79,0.68,-0.06,0.01,-0.01,-0.05,0.12
504,Frontcrawl,439164.0,-122.88,3.52,-43.95,-104.6,-0.1,-0.85,0.67,-0.06,-0.0,-0.01,-0.05,0.12
505,Frontcrawl,439174.0,-122.7,3.32,-44.73,-104.64,-0.04,-0.89,0.65,-0.06,-0.01,-0.01,-0.05,0.12
506,Frontcrawl,439184.0,-122.6,3.14,-45.4,-104.68,-0.0,-0.9,0.66,-0.05,-0.0,-0.01,-0.05,0.12
507,Frontcrawl,439194.0,-122.54,3.03,-46.02,-104.71,-0.02,-1.0,0.72,-0.04,0.01,-0.01,-0.05,0.12
508,Frontcrawl,439204.0,-122.6,3.08,-46.5,-104.68,-0.15,-0.93,0.61,-0.03,0.01,-0.02,-0.05,0.11
509,Frontcrawl,439214.0,-122.68,3.07,-46.79,-104.68,-0.03,-0.99,0.79,-0.02,0.03,-0.02,-0.05,0.11
510,Frontcrawl,439224.0,-122.91,3.35,-47.01,-104.65,-0.16,-1.02,0.76,-0.01,0.05,-0.02,-0.05,0.11
511,Frontcrawl,439234.0,-123.14,3.51,-47.15,-104.64,-0.1,-1.09,0.81,0.0,0.04,-0.02,-0.05,0.11
512,Frontcrawl,439244.0,-123.39,3.67,-47.16,-104.62,-0.17,-1.12,0.78,0.02,0.04,-0.02,-0.05,0.11
513,Frontcrawl,439254.0,-123.61,3.71,-46.92,-106.29,-0.15,-1.1,0.83,0.04,0.03,-0.03,-0.06,0.11
514,Frontcrawl,439264.0,-123.75,3.68,-46.49,-106.28,-0.16,-1.1,0.85,0.06,0.02,-0.03,-0.06,0.11
515,Frontcrawl,439274.0,-123.73,3.46,-46.0,-106.3,-0.13,-1.15,0.8,0.07,-0.0,-0.03,-0.06,0.11
516,Frontcrawl,439284.0,-123.75,3.14,-45.6,-106.34,-0.06,-1.1,0.76,0.06,-0.01,-0.03,-0.06,0.11
517,Frontcrawl,439294.0,-123.98,3.0,-45.49,-106.36,-0.08,-1.06,0.58,0.04,0.02,-0.03,-0.06,0.11
518,Frontcrawl,439304.0,-124.13,2.86,-45.4,-107.71,-0.02,-0.98,0.61,0.03,0.01,-0.03,-0.06,0.11
519,Frontcrawl,439314.0,-124.13,2.8,-45.1,-107.72,-0.06,-0.94,0.65,0.05,0.01,-0.01,-0.06,0.11
520,Frontcrawl,439324.0,-124.11,2.76,-44.62,-107.72,-0.07,-1.0,0.66,0.07,0.01,-0.01,-0.06,0.11
521,Frontcrawl,439334.0,-124.11,2.75,-44.0,-107.73,-0.1,-1.07,0.7,0.08,0.01,-0.01,-0.06,0.11
522,Frontcrawl,439344.0,-124.15,2.73,-43.37,-107.74,-0.14,-1.15,0.68,0.09,0.01,-0.01,-0.06,0.11
523,Frontcrawl,439354.0,-124.18,2.62,-42.71,-108.85,-0.05,-1.2,0.61,0.09,0.0,-0.02,-0.06,0.11
524,Frontcrawl,439364.0,-124.15,2.46,-41.95,-108.89,0.06,-1.19,0.64,0.1,0.0,-0.01,-0.06,0.11
525,Frontcrawl,439374.0,-124.08,2.34,-41.19,-108.93,0.11,-1.1,0.47,0.11,-0.0,-0.0,-0.06,0.11
526,Frontcrawl,439384.0,-123.92,2.23,-40.31,-108.97,0.19,-1.05,0.5,0.12,-0.0,0.01,-0.06,0.11
527,Frontcrawl,439394.0,-123.63,2.06,-39.34,-109.04,0.24,-0.95,0.52,0.12,-0.01,0.02,-0.06,0.11
528,Frontcrawl,439404.0,-123.23,1.85,-38.28,-109.66,0.25,-0.79,0.51,0.13,-0.02,0.03,-0.06,0.11
529,Frontcrawl,439414.0,-122.75,1.61,-37.18,-109.76,0.19,-0.67,0.55,0.13,-0.02,0.03,-0.06,0.11
530,Frontcrawl,439424.0,-122.25,1.32,-36.05,-109.89,0.14,-0.57,0.58,0.13,-0.03,0.03,-0.06,0.11
531,Frontcrawl,439434.0,-121.76,1.08,-34.91,-110.02,0.08,-0.52,0.58,0.13,-0.03,0.03,-0.06,0.11
532,Frontcrawl,439444.0,-121.28,0.82,-33.68,-110.19,0.06,-0.46,0.63,0.13,-0.02,0.02,-0.06,0.11
533,Frontcrawl,439454.0,-120.87,0.67,-32.41,-110.06,0.0,-0.42,0.61,0.13,-0.02,0.02,-0.06,0.11
534,Frontcrawl,439464.0,-120.49,0.54,-31.03,-110.21,-0.0,-0.36,0.64,0.13,-0.02,0.01,-0.06,0.11
535,Frontcrawl,439474.0,-120.14,0.41,-29.55,-110.38,0.01,-0.32,0.73,0.12,-0.01,0.01,-0.06,0.11
536,Frontcrawl,439484.0,-119.8,0.36,-28.06,-110.54,-0.02,-0.29,0.8,0.12,-0.01,0.02,-0.06,0.11
537,Frontcrawl,439494.0,-119.45,0.4,-26.6,-110.7,-0.08,-0.26,0.86,0.11,-0.02,0.02,-0.06,0.11
538,Frontcrawl,439504.0,-119.06,0.44,-25.21,-109.93,-0.12,-0.27,0.82,0.11,-0.02,0.02,-0.05,0.11
539,Frontcrawl,439514.0,-118.71,0.4,-23.81,-110.1,-0.09,-0.26,0.82,0.11,-0.03,0.01,-0.05,0.11
540,Frontcrawl,439524.0,-118.44,0.27,-22.41,-110.32,-0.06,-0.24,0.81,0.12,-0.03,0.0,-0.05,0.11
541,Frontcrawl,439534.0,-118.26,0.04,-20.95,-110.6,-0.03,-0.23,0.84,0.12,-0.03,-0.0,-0.05,0.11
542,Frontcrawl,439544.0,-118.15,-0.29,-19.47,-110.96,0.01,-0.24,0.88,0.13,-0.02,-0.01,-0.05,0.11
543,Frontcrawl,439554.0,-118.2,-0.75,-17.97,-113.25,0.09,-0.23,0.94,0.13,-0.02,-0.02,-0.05,0.1
544,Frontcrawl,439564.0,-118.35,-1.31,-16.45,-113.82,0.17,-0.18,0.93,0.13,-0.02,-0.03,-0.05,0.1
545,Frontcrawl,439574.0,-118.5,-1.89,-14.89,-114.45,0.21,-0.1,0.94,0.13,-0.02,-0.03,-0.05,0.1
546,Frontcrawl,439584.0,-118.64,-2.42,-13.27,-115.14,0.21,-0.03,0.93,0.13,-0.02,-0.02,-0.05,0.1
547,Frontcrawl,439594.0,-118.76,-2.85,-11.63,-115.83,0.2,0.03,0.97,0.13,-0.02,-0.02,-0.05,0.1
548,Frontcrawl,439604.0,-118.89,-3.23,-9.98,-119.02,0.14,0.09,0.98,0.13,-0.02,-0.02,-0.06,0.1
549,Frontcrawl,439614.0,-119.02,-3.67,-8.37,-119.8,0.11,0.16,1.01,0.12,-0.03,-0.02,-0.06,0.1
550,Frontcrawl,439624.0,-119.15,-4.11,-6.83,-120.62,0.09,0.19,1.01,0.12,-0.04,-0.02,-0.06,0.1
551,Frontcrawl,439634.0,-119.2,-4.53,-5.36,-121.45,0.06,0.14,1.02,0.11,-0.04,-0.01,-0.06,0.1
552,Frontcrawl,439644.0,-119.21,-4.88,-3.96,-122.25,0.09,0.09,1.04,0.11,-0.03,0.0,-0.06,0.1
553,Frontcrawl,439654.0,-119.19,-5.12,-2.79,-125.13,0.1,0.03,1.09,0.1,-0.03,0.01,-0.06,0.09
554,Frontcrawl,439664.0,-119.13,-5.33,-1.92,-125.64,0.12,-0.05,1.07,0.09,-0.02,0.01,-0.06,0.09
555,Frontcrawl,439674.0,-119.06,-5.63,-1.06,-126.22,0.15,0.0,1.08,0.08,-0.03,0.01,-0.06,0.09
556,Frontcrawl,439684.0,-119.03,-5.95,-0.11,-126.88,0.11,0.06,1.03,0.09,-0.03,0.01,-0.06,0.09
557,Frontcrawl,439694.0,-119.07,-6.3,0.87,-129.46,0.13,0.09,1.05,0.09,-0.04,0.01,-0.06,0.09
558,Frontcrawl,439704.0,-119.15,-6.57,1.88,-130.2,0.12,0.13,1.06,0.09,-0.03,0.0,-0.06,0.09
559,Frontcrawl,439714.0,-119.28,-6.71,2.87,-130.89,0.09,0.17,1.02,0.08,-0.02,-0.0,-0.06,0.09
560,Frontcrawl,439724.0,-119.45,-6.85,3.81,-131.56,0.14,0.23,1.03,0.07,-0.02,-0.0,-0.06,0.09
561,Frontcrawl,439734.0,-119.66,-7.12,4.77,-132.34,0.21,0.25,1.01,0.07,-0.02,-0.01,-0.06,0.09
562,Frontcrawl,439744.0,-119.93,-7.59,5.74,-133.78,0.3,0.23,0.99,0.08,-0.03,-0.01,-0.06,0.08
563,Frontcrawl,439754.0,-120.24,-8.18,6.84,-134.88,0.3,0.24,0.92,0.09,-0.05,-0.01,-0.06,0.08
564,Frontcrawl,439764.0,-120.57,-8.78,7.92,-135.99,0.28,0.22,0.95,0.1,-0.05,-0.01,-0.06,0.08
565,Frontcrawl,439774.0,-120.83,-9.34,8.88,-137.02,0.3,0.16,1.01,0.1,-0.05,-0.01,-0.06,0.08
566,Frontcrawl,439784.0,-121.09,-9.66,9.91,-137.99,0.18,0.25,0.99,0.09,-0.04,-0.0,-0.06,0.08
567,Frontcrawl,439794.0,-121.38,-9.74,10.9,-142.02,0.09,0.29,1.02,0.09,-0.03,-0.01,-0.06,0.08
568,Frontcrawl,439804.0,-121.73,-9.79,11.85,-142.88,0.07,0.28,0.95,0.09,-0.03,-0.01,-0.06,0.08
569,Frontcrawl,439814.0,-122.11,-9.83,12.73,-143.69,0.06,0.28,0.88,0.08,-0.03,-0.02,-0.06,0.08
570,Frontcrawl,439824.0,-122.51,-9.83,13.43,-144.34,0.11,0.26,0.9,0.07,-0.03,-0.02,-0.06,0.08
571,Frontcrawl,439834.0,-122.96,-9.85,14.13,-145.0,0.13,0.27,0.89,0.07,-0.03,-0.02,-0.06,0.08
572,Frontcrawl,439844.0,-123.47,-9.94,14.85,-148.43,0.16,0.27,0.88,0.07,-0.03,-0.03,-0.06,0.07
573,Frontcrawl,439854.0,-123.99,-9.92,15.48,-149.02,0.12,0.22,0.89,0.07,-0.03,-0.03,-0.06,0.07
574,Frontcrawl,439864.0,-124.53,-9.84,15.98,-149.47,0.11,0.15,0.88,0.07,-0.02,-0.04,-0.06,0.07
575,Frontcrawl,439874.0,-125.1,-9.77,16.43,-149.88,0.12,0.14,0.89,0.07,-0.02,-0.04,-0.06,0.07
576,Frontcrawl,439884.0,-125.66,-9.73,16.86,-150.28,0.12,0.2,0.91,0.06,-0.03,-0.04,-0.06,0.07
577,Frontcrawl,439894.0,-126.18,-9.68,17.25,-162.87,0.13,0.31,0.86,0.05,-0.02,-0.03,-0.06,0.05
578,Frontcrawl,439904.0,-126.57,-9.54,17.69,-163.34,0.12,0.41,0.83,0.04,-0.01,-0.01,-0.06,0.05
579,Frontcrawl,439914.0,-126.88,-9.36,18.21,-163.88,0.11,0.48,0.82,0.04,-0.0,-0.01,-0.06,0.05
580,Frontcrawl,439924.0,-127.16,-9.14,18.72,-164.42,0.12,0.46,0.88,0.05,-0.0,-0.01,-0.06,0.05
581,Frontcrawl,439934.0,-127.25,-8.97,19.32,-165.08,0.09,0.54,0.89,0.05,0.0,0.01,-0.06,0.05
582,Frontcrawl,439944.0,-127.49,-8.86,20.0,-160.31,0.18,0.61,0.82,0.04,0.0,-0.01,-0.06,0.06
583,Frontcrawl,439954.0,-127.89,-8.73,20.44,-160.78,0.19,0.4,0.83,0.04,-0.0,-0.02,-0.06,0.06
584,Frontcrawl,439964.0,-128.29,-8.63,20.75,-161.12,0.14,0.3,0.86,0.05,-0.01,-0.02,-0.06,0.06
585,Frontcrawl,439974.0,-128.62,-8.53,21.0,-161.37,0.13,0.21,0.8,0.06,-0.01,-0.02,-0.06,0.06
586,Frontcrawl,439984.0,-128.9,-8.25,21.3,-161.64,0.08,0.22,0.77,0.06,0.0,-0.02,-0.06,0.06
587,Frontcrawl,439994.0,-129.14,-7.83,21.83,-163.44,-0.02,0.28,0.77,0.07,0.0,-0.01,-0.06,0.06
588,Frontcrawl,440004.0,-129.41,-7.5,22.49,-164.16,0.04,0.36,0.8,0.08,0.0,-0.01,-0.06,0.06
589,Frontcrawl,440014.0,-129.71,-7.37,23.3,-165.14,0.14,0.43,0.76,0.08,-0.0,-0.01,-0.06,0.06
590,Frontcrawl,440024.0,-130.01,-7.31,24.21,-166.27,0.18,0.47,0.73,0.08,0.0,-0.01,-0.06,0.06
591,Frontcrawl,440034.0,-130.31,-7.13,25.12,-167.41,0.15,0.48,0.72,0.08,0.01,-0.01,-0.06,0.06
592,Frontcrawl,440044.0,-130.61,-6.78,26.12,-170.69,0.07,0.54,0.7,0.09,0.01,-0.02,-0.06,0.05
593,Frontcrawl,440054.0,-130.95,-6.46,27.24,-172.1,0.07,0.62,0.7,0.09,0.01,-0.02,-0.06,0.05
594,Frontcrawl,440064.0,-131.28,-6.08,28.44,-173.64,0.02,0.7,0.73,0.1,0.01,-0.02,-0.06,0.05
595,Frontcrawl,440074.0,-131.59,-5.72,29.52,-175.06,0.04,0.71,0.78,0.1,0.01,-0.02,-0.06,0.05
596,Frontcrawl,440084.0,-131.95,-5.53,30.37,-176.2,0.1,0.66,0.84,0.09,-0.0,-0.01,-0.06,0.05
597,Frontcrawl,440094.0,-132.33,-5.5,31.19,178.41,0.16,0.69,0.78,0.08,-0.01,-0.01,-0.06,0.05
598,Frontcrawl,440104.0,-132.66,-5.37,32.03,177.28,0.12,0.71,0.76,0.08,-0.0,-0.01,-0.06,0.05
599,Frontcrawl,440114.0,-132.92,-5.19,32.86,176.16,0.13,0.74,0.83,0.09,0.01,-0.0,-0.06,0.05
600,Frontcrawl,440124.0,-133.09,-4.99,33.57,175.19,0.15,0.72,0.85,0.08,0.02,0.0,-0.06,0.05
601,Frontcrawl,440134.0,-133.19,-4.72,34.17,174.36,0.09,0.75,0.89,0.08,0.02,0.01,-0.06,0.05
602,Frontcrawl,440144.0,-133.31,-4.51,34.64,174.24,0.05,0.77,0.88,0.06,0.01,0.01,-0.06,0.05
603,Frontcrawl,440154.0,-133.5,-4.45,34.98,173.76,0.04,0.8,0.79,0.04,-0.01,0.01,-0.06,0.05
604,Frontcrawl,440164.0,-133.65,-4.61,35.27,173.39,0.13,0.82,0.7,0.02,-0.01,0.02,-0.06,0.05
605,Frontcrawl,440174.0,-133.7,-4.83,35.55,173.05,0.21,0.84,0.64,0.02,-0.0,0.02,-0.06,0.05
606,Frontcrawl,440184.0,-133.69,-5.01,35.75,172.81,0.21,0.85,0.71,0.01,0.0,0.03,-0.06,0.05
607,Frontcrawl,440194.0,-133.69,-5.16,35.75,171.02,0.2,0.86,0.81,0.01,0.01,0.03,-0.05,0.04
608,Frontcrawl,440204.0,-133.68,-5.3,35.67,171.16,0.2,0.92,0.86,-0.0,0.01,0.03,-0.05,0.04
609,Frontcrawl,440214.0,-133.64,-5.45,35.52,171.4,0.25,1.01,0.9,-0.01,0.01,0.03,-0.05,0.04
610,Frontcrawl,440224.0,-133.52,-5.63,35.27,171.79,0.25,1.07,0.82,-0.03,0.01,0.04,-0.05,0.04
611,Frontcrawl,440234.0,-133.33,-5.83,34.95,172.28,0.25,1.06,0.71,-0.05,0.01,0.04,-0.05,0.04
612,Frontcrawl,440244.0,-133.03,-5.95,34.59,177.42,0.23,1.0,0.66,-0.05,0.02,0.04,-0.05,0.05
613,Frontcrawl,440254.0,-132.67,-6.05,34.18,178.06,0.32,0.95,0.67,-0.06,0.03,0.04,-0.05,0.05
614,Frontcrawl,440264.0,-132.28,-6.1,33.68,178.85,0.39,0.91,0.68,-0.06,0.04,0.04,-0.05,0.05
615,Frontcrawl,440274.0,-132.12,-5.91,33.19,179.6,0.44,0.99,0.68,-0.07,0.05,0.0,-0.05,0.05
616,Frontcrawl,440284.0,-131.87,-5.92,32.29,-178.99,0.42,0.61,0.76,-0.07,0.05,0.02,-0.05,0.05
617,Frontcrawl,440294.0,-131.59,-5.75,31.5,-170.52,0.24,0.74,0.72,-0.09,0.05,0.02,-0.05,0.06
618,Frontcrawl,440304.0,-131.38,-5.46,30.55,-168.84,0.2,0.73,0.77,-0.1,0.05,0.02,-0.05,0.06
619,Frontcrawl,440314.0,-131.18,-5.06,29.56,-167.04,0.17,0.82,0.76,-0.12,0.05,0.01,-0.05,0.06
620,Frontcrawl,440324.0,-130.96,-4.67,28.43,-164.98,0.21,0.97,0.66,-0.14,0.05,0.01,-0.05,0.06
621,Frontcrawl,440334.0,-130.76,-4.26,27.16,-162.68,0.27,0.98,0.54,-0.16,0.06,0.0,-0.05,0.06
622,Frontcrawl,440344.0,-130.64,-3.89,25.86,-154.84,0.32,0.93,0.52,-0.16,0.05,-0.01,-0.04,0.07
623,Frontcrawl,440354.0,-130.65,-3.52,24.62,-152.43,0.3,0.81,0.55,-0.16,0.05,-0.02,-0.04,0.07
624,Frontcrawl,440364.0,-130.74,-3.21,23.4,-150.17,0.26,0.68,0.61,-0.15,0.04,-0.02,-0.04,0.07
625,Frontcrawl,440374.0,-130.93,-3.11,22.08,-147.99,0.22,0.43,0.63,-0.15,0.03,-0.03,-0.04,0.07
626,Frontcrawl,440384.0,-131.14,-3.15,20.37,-145.48,0.17,0.2,0.65,-0.15,0.02,-0.02,-0.04,0.07
627,Frontcrawl,440394.0,-131.32,-3.1,18.56,-138.94,0.13,0.05,0.71,-0.14,0.01,-0.02,-0.04,0.07
628,Frontcrawl,440404.0,-131.46,-2.98,16.82,-136.46,0.1,-0.01,0.78,-0.13,0.01,-0.02,-0.04,0.07
629,Frontcrawl,440414.0,-131.6,-2.83,15.2,-134.28,0.1,0.03,0.81,-0.12,0.02,-0.02,-0.04,0.07
630,Frontcrawl,440424.0,-131.74,-2.7,13.67,-132.35,0.08,0.07,0.82,-0.11,0.02,-0.02,-0.04,0.07
631,Frontcrawl,440434.0,-131.87,-2.71,12.25,-130.85,0.1,0.11,0.87,-0.11,0.01,-0.02,-0.04,0.07
632,Frontcrawl,440444.0,-131.96,-2.83,10.81,-129.36,0.12,0.09,0.91,-0.12,0.01,-0.01,-0.04,0.08
633,Frontcrawl,440454.0,-131.96,-2.94,9.34,-128.03,0.13,0.04,0.95,-0.12,0.01,-0.01,-0.04,0.08
634,Frontcrawl,440464.0,-131.84,-2.92,7.91,-126.67,0.08,0.03,1.03,-0.11,0.01,0.0,-0.04,0.08
635,Frontcrawl,440474.0,-131.63,-2.91,6.55,-125.48,0.08,0.01,1.04,-0.11,0.01,0.01,-0.04,0.08
636,Frontcrawl,440484.0,-131.35,-3.03,5.3,-124.6,0.1,0.0,0.99,-0.1,0.01,0.02,-0.04,0.08
637,Frontcrawl,440494.0,-131.0,-3.21,4.25,-121.13,0.09,0.05,0.93,-0.1,0.01,0.03,-0.04,0.08
638,Frontcrawl,440504.0,-130.65,-3.29,3.24,-120.47,0.08,0.05,0.9,-0.1,0.01,0.02,-0.04,0.08
639,Frontcrawl,440514.0,-130.33,-3.38,2.22,-119.83,0.08,0.04,0.89,-0.1,0.01,0.02,-0.04,0.08
640,Frontcrawl,440524.0,-130.02,-3.58,1.13,-119.3,0.13,0.01,0.86,-0.11,0.01,0.02,-0.04,0.08
641,Frontcrawl,440534.0,-129.68,-3.75,0.04,-118.77,0.14,-0.0,0.85,-0.11,0.02,0.02,-0.04,0.08
642,Frontcrawl,440544.0,-129.28,-3.96,-1.07,-114.53,0.17,-0.03,0.92,-0.11,0.02,0.03,-0.03,0.08
643,Frontcrawl,440554.0,-128.88,-4.22,-2.17,-114.2,0.21,-0.07,0.95,-0.11,0.01,0.03,-0.03,0.08
644,Frontcrawl,440564.0,-128.45,-4.45,-3.22,-113.88,0.2,-0.09,1.0,-0.1,0.01,0.03,-0.03,0.08
645,Frontcrawl,440574.0,-128.0,-4.66,-4.29,-113.54,0.16,-0.12,1.01,-0.1,0.01,0.03,-0.03,0.08
646,Frontcrawl,440584.0,-127.54,-4.86,-5.49,-113.14,0.13,-0.14,0.93,-0.11,0.01,0.03,-0.03,0.08
647,Frontcrawl,440594.0,-127.13,-5.12,-6.66,-110.35,0.12,-0.12,0.88,-0.11,0.0,0.02,-0.03,0.09
648,Frontcrawl,440604.0,-126.73,-5.22,-7.88,-109.92,0.07,-0.16,0.89,-0.11,0.0,0.02,-0.03,0.09
649,Frontcrawl,440614.0,-126.4,-5.28,-9.2,-109.43,0.05,-0.23,0.9,-0.11,-0.0,0.01,-0.03,0.09
650,Frontcrawl,440624.0,-126.11,-5.46,-10.5,-109.06,0.07,-0.29,0.97,-0.11,-0.01,0.01,-0.03,0.09
651,Frontcrawl,440634.0,-125.77,-5.65,-11.75,-107.01,0.05,-0.31,1.03,-0.1,-0.01,0.0,-0.02,0.09
652,Frontcrawl,440644.0,-125.37,-5.9,-12.83,-106.83,0.05,-0.27,1.01,-0.1,-0.02,0.0,-0.02,0.09
653,Frontcrawl,440654.0,-124.94,-6.13,-13.77,-106.69,0.04,-0.24,0.96,-0.1,-0.02,0.01,-0.02,0.09
654,Frontcrawl,440664.0,-124.5,-6.43,-14.61,-106.64,0.08,-0.23,0.93,-0.09,-0.02,0.01,-0.02,0.09
655,Frontcrawl,440674.0,-124.07,-6.61,-15.35,-106.53,0.07,-0.22,0.89,-0.09,-0.01,0.01,-0.02,0.09
656,Frontcrawl,440684.0,-123.66,-6.7,-15.98,-105.64,0.06,-0.21,0.91,-0.09,-0.0,0.01,-0.02,0.09
657,Frontcrawl,440694.0,-123.28,-6.77,-16.63,-105.47,0.08,-0.23,0.91,-0.09,0.0,0.01,-0.02,0.09
658,Frontcrawl,440704.0,-122.9,-6.66,-17.32,-105.14,0.05,-0.26,0.92,-0.09,0.01,0.01,-0.02,0.09
659,Frontcrawl,440714.0,-122.53,-6.34,-18.12,-104.62,0.0,-0.31,0.92,-0.08,0.01,0.01,-0.02,0.09
660,Frontcrawl,440724.0,-122.22,-5.99,-19.02,-104.06,-0.03,-0.36,0.86,-0.08,0.01,0.01,-0.02,0.09
661,Frontcrawl,440734.0,-121.94,-5.72,-19.89,-103.01,-0.04,-0.42,0.91,-0.07,0.01,0.0,-0.02,0.09
662,Frontcrawl,440744.0,-121.66,-5.55,-20.74,-102.64,-0.05,-0.44,0.89,-0.06,-0.0,-0.0,-0.02,0.09
663,Frontcrawl,440754.0,-121.32,-5.39,-21.44,-102.33,-0.04,-0.4,0.9,-0.06,-0.01,-0.0,-0.02,0.09
664,Frontcrawl,440764.0,-120.9,-5.35,-22.19,-102.1,0.0,-0.38,0.83,-0.07,-0.0,0.01,-0.02,0.09
665,Frontcrawl,440774.0,-120.48,-5.48,-22.89,-102.02,0.08,-0.34,0.79,-0.07,0.0,0.01,-0.02,0.09
666,Frontcrawl,440784.0,-120.06,-5.52,-23.26,-100.97,0.08,-0.29,0.85,-0.06,0.01,0.02,-0.02,0.08
667,Frontcrawl,440794.0,-119.66,-5.39,-23.44,-100.83,0.02,-0.26,0.9,-0.06,0.0,0.02,-0.02,0.08
668,Frontcrawl,440804.0,-119.25,-5.31,-23.59,-100.73,0.02,-0.26,0.88,-0.05,-0.0,0.02,-0.02,0.08
669,Frontcrawl,440814.0,-118.83,-5.21,-23.82,-100.6,-0.01,-0.35,0.94,-0.05,-0.0,0.01,-0.02,0.08
670,Frontcrawl,440824.0,-118.43,-5.03,-24.39,-100.33,-0.04,-0.45,0.92,-0.05,-0.0,0.0,-0.02,0.08
671,Frontcrawl,440834.0,-118.11,-4.78,-25.22,-98.38,-0.1,-0.54,0.87,-0.06,-0.0,0.01,-0.01,0.08
672,Frontcrawl,440844.0,-117.8,-4.56,-26.13,-98.03,-0.1,-0.61,0.8,-0.06,-0.0,0.01,-0.01,0.08
673,Frontcrawl,440854.0,-117.46,-4.41,-26.96,-97.77,-0.02,-0.59,0.85,-0.05,0.01,0.01,-0.01,0.08
674,Frontcrawl,440864.0,-117.11,-4.36,-27.64,-97.61,0.05,-0.54,0.9,-0.05,0.02,0.01,-0.01,0.08
675,Frontcrawl,440874.0,-116.83,-4.42,-28.01,-97.59,0.08,-0.43,0.94,-0.06,0.02,0.01,-0.01,0.08
676,Frontcrawl,440884.0,-116.63,-4.53,-28.22,-96.87,0.07,-0.36,0.97,-0.06,0.01,0.0,-0.01,0.07
677,Frontcrawl,440894.0,-116.43,-4.68,-28.41,-96.95,0.07,-0.33,1.03,-0.06,-0.0,0.0,-0.01,0.07
678,Frontcrawl,440904.0,-116.14,-4.73,-28.68,-96.94,0.0,-0.34,1.0,-0.07,-0.01,0.01,-0.01,0.07
679,Frontcrawl,440914.0,-115.84,-4.62,-29.02,-96.8,-0.06,-0.33,0.91,-0.07,-0.01,0.01,-0.01,0.07
680,Frontcrawl,440924.0,-115.49,-4.51,-29.43,-96.65,-0.05,-0.34,0.82,-0.07,-0.01,0.01,-0.01,0.07
681,Frontcrawl,440934.0,-115.05,-4.35,-30.03,-95.18,-0.06,-0.45,0.84,-0.08,-0.01,0.0,-0.01,0.08
682,Frontcrawl,440944.0,-114.64,-4.2,-30.86,-94.96,-0.06,-0.54,0.87,-0.08,-0.0,0.0,-0.01,0.08
683,Frontcrawl,440954.0,-114.35,-4.13,-31.98,-94.76,-0.04,-0.66,0.79,-0.08,-0.0,0.0,-0.01,0.08
684,Frontcrawl,440964.0,-114.06,-4.04,-33.13,-94.56,-0.04,-0.72,0.79,-0.08,-0.0,0.01,-0.01,0.08
685,Frontcrawl,440974.0,-113.74,-3.95,-34.26,-94.36,-0.03,-0.73,0.81,-0.08,-0.0,0.01,-0.01,0.08
686,Frontcrawl,440984.0,-113.41,-3.77,-35.37,-93.86,-0.08,-0.74,0.8,-0.08,-0.0,0.01,-0.0,0.07
687,Frontcrawl,440994.0,-113.08,-3.67,-36.42,-93.68,-0.05,-0.73,0.8,-0.08,-0.0,0.0,-0.0,0.07
688,Frontcrawl,441004.0,-112.72,-3.64,-37.4,-93.56,-0.01,-0.69,0.78,-0.08,0.0,0.0,-0.0,0.07
689,Frontcrawl,441014.0,-112.36,-3.58,-38.31,-93.43,0.01,-0.66,0.79,-0.08,0.01,0.0,-0.0,0.07
690,Frontcrawl,441024.0,-112.0,-3.45,-39.21,-93.27,0.01,-0.65,0.78,-0.09,0.02,0.01,-0.0,0.07
